id,date,text,zero_shot_label,zero_shot_score
Daniel Gaudiello,6/4/2023,"I wish the original game was still on Google Play. This sequel is good, however it seems shorter than the original. Other than that good job",Content and Length,0.7908181548118591
Mark Hirsch (SSMD999),2/12/2021,The game should be little bit longer it is too short than the previous game also the game takes too long loading up and freezing a lot,Content and Length,0.5068896412849426
Jessilyn Gray,1/4/2021,Game kept kicking me out I was only able to play one game all the way through then it kept kicking me out or freezing. I want my money back,Gameplay and Controls,0.33978837728500366
Margaret Weigold,4/23/2023,I love the game. I just feel you should be able to unlock worlds not have to pay for them. Or make cheaper. You already have to pay for the game......,Value for Money,0.5401344895362854
Kenny Abbs,9/3/2022,Cant even get through a full game without the app restarting my phone . This has been an ongoing problem. Please get this fixed,Content and Length,0.35679879784584045
Lucas Parsons,5/15/2021,"This is a great game. I love the new options. My only problem with the game so far, and the only reason I'm rating it 4 stars instead of five, is the fact that I just had the game crash on me.",Value for Money,0.4107687473297119
Robert Cedeno,2/21/2022,"Great game gets long add chat for wait , and also allow us to add friends with players we played with , since most people we know don't play.",Content and Length,0.5874281525611877
Cat Ammann,5/16/2021,"Not worth the money I play better game without having to pay any money. It's got nice graphics but nope, not worth the money.",Graphics and Visual Quality,0.5033596158027649
Crystal Klink,8/31/2020,So far so good everything works great the spinner works way better and the graphics are really cool.,Graphics and Visual Quality,0.4900805950164795
Tracey Lee,2/3/2022,Love playing this game. The only thing I would like to mention is u cannot find the rules of game play anywhere. Can the rules me provided or included please,Gameplay and Controls,0.4674961566925049
Rebecca Petrie,7/12/2021,"Really slow, kept stopping, didn't find out who won at the end of the game. Refunded.",Content and Length,0.3941969573497772
Nicole Thompson,1/3/2021,"Just downloaded the game and I can only use the app until the game goes to load (single, multiplayer, press and play have all been tried) and then the app shuts off",Gameplay and Controls,0.33177652955055237
Brieanna Kirton,12/3/2020,Game works fine haven't had any issues with it. I like the game I just wish there were more ingame tasks to do and the road was longer,Content and Length,0.6379521489143372
Stef Ingham,12/15/2020,I love this game. I only have one suggestion. Make the action cards unique to each board. That would just put it all together so nicely.,Gameplay and Controls,0.48757028579711914
Jordan Dunn,8/1/2022,Really fun game. Great for passing time.Just don't like the fact that it doesn't bring progress to new device.,Gameplay and Controls,0.3811064660549164
Michael Jenkins,1/17/2021,The only complaint I have is the boards needs to be longer. Also how many more boards come out with the season pass?,Content and Length,0.5993063449859619
Daisy Flower,1/23/2023,Really good game. Love to play it with my friends and there is ai players if you want to play alone. Definitely worth it!,Value for Money,0.7208365797996521
LilaJean Seder,11/12/2021,"Cute, fun game but the online and play with friends options don't work. Those were my main reason behind buying this game so 3 stars.",Value for Money,0.558900773525238
Clifford Beilke,3/4/2021,less options and gameplay than the board game. Gets boring after 3 or 4 games. Not worth paying for.,Value for Money,0.5159461498260498
Mr V,1/7/2022,Its fun and all until u play it like months or weeks u will get bored. The game is too repetitive need more complexity.,Content and Length,0.35175392031669617
Jen Chong Wong,5/15/2022,The game wants you to buy in store items with money again to unlock new stuff. Game play is also too short.,Content and Length,0.6663437485694885
AM R,7/11/2021,Error in multiplayer offline..when I get turn..it's loading too long and have back to main menu...but game is fun,Content and Length,0.5573216080665588
Nic K,4/25/2023,Very fun!! No ads is awesome and tons of fun to play with the wife! Will definitely recommend to everyone!,Value for Money,0.6146136522293091
Kristi-ann Johnson,8/6/2020,I paid $57 for the season pass and got nothing! 😡 I'll be launching a dispute with PayPal and getting refunded !!,Content and Length,0.3279196619987488
Autumn Matthews,12/25/2022,"Definitely a fun, competitive game experience. Was able to even get my 13 year old involved and had fun.",Value for Money,0.5158784985542297
Keith King,11/17/2020,(EDIT on my last post today) The additional map that I purchased unlocks when the game is online. So it's not a total offline game.,Value for Money,0.30472490191459656
Sassy Chimpanzee,11/7/2020,"It's for some reason extremely boring to play it this way. I have a lot of fun playing with the actual boardgame, but this version is just so boring.",Gameplay and Controls,0.4195910692214966
Christopher Radenovic,9/3/2020,Totally worth 3 bucks lol. You can buy 9 coming soon versions of the game of life for the price of one board game.,Value for Money,0.9060991406440735
Jasmine Rose,9/24/2020,"I love this game, lots of fun. I have given it 4 star's as sometimes the game freezes otherwise it would of been 5 star's.",Value for Money,0.5501983165740967
GiGi,2/14/2021,It's just like the board game I have in my closet! I love the option that you don't have to play with friends online you can also do single player.,Value for Money,0.3430028557777405
Robert Voigt,7/22/2020,"Having enjoyed the first game, having the board game being one of my favourites growing up, I think your team have done an excellent job on the 2nd edition Thumbs up and Up 👍👍",Value for Money,0.4570992887020111
Mesmerizing Reflections,10/5/2020,"Fun, but I wish we could choose if we want to adopt a dog or a cat instead of it being assigned to us. I'd like to see more themes too.",Value for Money,0.2549695074558258
spleef playz,11/19/2020,Amazing game and great things to buy i like that it has different maps and characters and vesicles to best game ever 1000000% download it if you can pay like me just be carefull,Value for Money,0.792194128036499
Douglas Byrne,11/12/2020,Have taken the fun out of playing the game of life automatically gives just two choices rather then mini games as in part one original Hasbro game of life.,Gameplay and Controls,0.4472176432609558
rotokomoto,7/16/2020,Tbh I hated the first one it was low quality and not worth money but this one is one of the best mobile games in a while it takes a spin on the orginal idea and makes it better!,Value for Money,0.7799595594406128
William Martinez Jr.,7/23/2023,Always loved the board game this is just as fun,Gameplay and Controls,0.3663879632949829
Fox8MyDinner,8/20/2023,Ever bit as good as on console and pc,Value for Money,0.3401433229446411
Jeff Jacob,10/9/2021,"I've never seen a game hacked so hard. Whatever the worst outcome is for you, best believe THAT number will come up. Worst $2 I ever spent in my life!",Value for Money,0.2816104292869568
Omar Samer,4/4/2022,"Eveytime I reach the end the game gets lag, why? That will let me to get rid of the game if it doesn't get fixed.",Performance and Optimization,0.2700956463813782
Angie Merckel,7/24/2020,It's pretty good. I just wish there would be a way to pay back your loans before the game is over but I have tried everything and I can't figure it out. But the game is over all pretty fun.,Content and Length,0.252725750207901
Danny Gutierrez,8/20/2020,I can only get up to the college sapce in the game and then after that it shuts down I can't enjoy the game with this problem.,Gameplay and Controls,0.309721976518631
maria sharpe,11/13/2021,"I always loved the board game Life and this is just as great. Great graphics, easy to understand and play!",Graphics and Visual Quality,0.619584321975708
Janmark Saculinggan,12/2/2020,They say they will fix the freeze bug in the comments but it is not. it keeps freezing.,Content and Length,0.2714383602142334
Andrew Souder,1/2/2023,"Fun game, just like the Board game, little annoying that after paying for the game you have to pay to unlock different boards",Value for Money,0.5006884336471558
Lexus Keyes,9/2/2020,"I bought 2, 3.99 bundles and never received them, idk why or how, but im very uoset that i wasted money on nothing. I was really enjoying this game..",Value for Money,0.4068174958229065
Jenny R,1/4/2022,Not very impressed as I've bought a few things and they've not loaded on to the game. And it's qnnoying and I'm disabled it helps my mental health .please help .,Graphics and Visual Quality,0.26932886242866516
Eva Lewis,7/18/2020,Super fun on your own. I like to play this game with my kids. Haven't tried online yet. Would be better if you could have a profile share across multiple devices,Gameplay and Controls,0.34721535444259644
HazzyMD,8/13/2020,"You get a smooth game every so often, but the rest of the time it bugs out or crashes",Gameplay and Controls,0.21625153720378876
Stephanie Trudeau,5/25/2022,Already paid for the game but to unlock it all you need to pay $34.99... it also freezes up mid and end game at times,Value for Money,0.3760186731815338
Samantha Sappington,8/8/2020,"Loved this game ever since I was 4 years old and has the original Playstation disk copy and board game, glad to still be able to play!",Value for Money,0.3593073785305023
Gemma Dawson,7/19/2022,I love it it is werlt the money becauae it can be played offline and no word to say how fun it is i recim. you can play with family and friends but to play with friends and family it takes wifi,Value for Money,0.8651766180992126
Lisa Torres,10/7/2023,I had fun playing it.,Gameplay and Controls,0.35075679421424866
Kirito,7/16/2021,"I like the game and everything about it, but the only glich is that when you sell your house and pick an envelope you cant say no I don't want to sell my house for that price, even tho it says you can",Gameplay and Controls,0.5680936574935913
Derek Gregg,7/24/2022,"Really fun, and enjoyable game with no wrong paths, or ways to succeed in it. Loving The Game Of Life 2!",Gameplay and Controls,0.32996633648872375
Katie Davidson,10/9/2021,It is really fun to play with family but the only thing is that you have to wate a long time ⌛to switch players but other than that it is amazing 👏,Gameplay and Controls,0.2981957495212555
Dareece Luze,1/2/2022,We have an adaptive switch for my daughter with Cerebral Palsy. This game is perfect for us. So fun!,Gameplay and Controls,0.6979560852050781
Marra Ludahl,10/15/2020,I like the game my only complaint is you have to pay to play the other world that should have come with the game when you first buy it other than that good for killing time,Value for Money,0.4967959523200989
Hayden Owen,3/19/2021,Defintly cute but feels limited on your options to choose from or action/bucket list items. Still fun :),Graphics and Visual Quality,0.2547893822193146
Mr. Mom,6/7/2022,"Nothing but lower rolls and nothing above a 4, online doesn't work, I paid $4 for a game that is broken. Would give zero star's if I could.",Value for Money,0.4938811659812927
Faceless Goddess,7/8/2021,"Really fun and has very little bugs, I do wish that they gave you more puzzles since they go by so quickly.",Value for Money,0.319729208946228
Jeu Escobido,7/29/2020,"It freezes mid game. Can click menu, end game etc but game wont continue. Needs update.",Gameplay and Controls,0.3227222263813019
Althea Claridge,3/9/2023,"I love this version, would be nice if you could win puzzle pieces when playing online in worlds you don't own.",Value for Money,0.35553714632987976
AYEYUUDHE,11/16/2022,Never saves my progress. Always have to start completely over at enter my age when I play. Ridiculous.,Content and Length,0.24898256361484528
Kayla Forseth,9/21/2020,This game is so fun to play im going play again and again. What a blast game good job. The board is different thats why its so cool.,Gameplay and Controls,0.400615930557251
Nemesis Saladbar,9/20/2021,I can't select to be ready idk what to do other than that the game is fun for the most part it must be some sort of bug.,Gameplay and Controls,0.5279970765113831
Sherita Griffin,8/4/2020,I really enjoy how the game has changed. I really like the gameplay different with more things to do. Great job,Gameplay and Controls,0.5130634307861328
Mr. Lost,6/2/2021,Spent 5 dollars on a map and it wont let me choose to play on the map when joining someone else and also doesnt give me anything towards the outfits or anything else from those matches,Value for Money,0.29545480012893677
Robert Laws,10/27/2020,Fun to play. Easy to play. One thing I would change is let everyone spin to see who goes first.,Gameplay and Controls,0.49827441573143005
David Jia Xing,4/28/2021,Ok. The game breaking bugs make it unenjoyable. Every other game will make freeze at the end :sadface:,Gameplay and Controls,0.23324789106845856
Barbara Monroe,7/3/2023,Love Game of Life 2. It's fun every time.,Gameplay and Controls,0.4314313530921936
Louis Jarvis,7/29/2023,It was a great experience and I will play until I'm 100 sooooo much fun 😊,Value for Money,0.31178387999534607
Natasha McClay,8/18/2023,Very relaxing in long car rides,Content and Length,0.7702150940895081
Irfan Jeffri,8/3/2023,super fun game to play with friends,Gameplay and Controls,0.43935415148735046
TRUDY BARNES,6/25/2023,Light hearted and creative,Content and Length,0.28966742753982544
Julia (Joolz),6/24/2023,Easy to play with 8 yr old grandchild,Gameplay and Controls,0.28708717226982117
Elliot Nickols,6/27/2023,It's fun and exciting as well so that's why I gave it a five stars.,Value for Money,0.6066959500312805
Baka-Sama,8/26/2023,Own it on Android n Xbox. My fave game ever!,Value for Money,0.36332419514656067
AlienRoswell,6/13/2023,Love the game i really take fun and joy with it,Gameplay and Controls,0.4119837284088135
T. Bunting,3/16/2021,"Fun for my daughter and I to play together. I like how we can customize our avatars, just wish we had more peg colors",Gameplay and Controls,0.26730483770370483
Mike Gosse,7/4/2023,Finally the new update is here . Yet no update available for me!!! Great guys thanks 😔,Value for Money,0.27179285883903503
Henk Sommer,6/28/2023,"Can't seem to add it to family library, is that not allowed for this game?",Gameplay and Controls,0.2491263747215271
Alex Bowman,7/30/2023,"Fun, like the collectibles",Value for Money,0.31214624643325806
Meghan Dore,7/21/2020,Game won't load. Yellow green screen. Made sure it's updated to current version. Very disappointed.,Graphics and Visual Quality,0.36685773730278015
Britney Thompson,3/6/2021,I've been playing this game for a while then within the last day or so when I open the game you can't push the start button and it doesn't make any sound. What happened to your game?,Gameplay and Controls,0.4058160185813904
Tiffany Partanen,8/27/2020,The game isn't quite what I expected and I'm not enjoying it sadly after a few plays. Is there anyway possible for my $3.99 refund or even credit for another game? I'd appreciate thanks,Value for Money,0.5621551275253296
fei,8/22/2020,"It's very fun but kinda short, wish there was more options. But it's really fun to play 4/5 stars 😊",Content and Length,0.4153861403465271
Hannah Kerr,8/10/2022,Does not save your game progress when you make an account and switch over to a new phone. Fix this!,Value for Money,0.32631930708885193
Timithy Coleman,7/15/2020,"Loving the new additions and twists on the game! Don't understand the low rating ppl are giving, I've had zero issues so far",Value for Money,0.37109118700027466
Angela Martin-Hardy,7/16/2020,I love it! Easy to find someone to play with and the graphics are cute! Other board games by this developer would be fun to play too. 😊😊,Graphics and Visual Quality,0.8732385039329529
Christy Schrader,3/17/2022,Love the game. Just wish expansions weren't more expensive than what I paid for the game.,Value for Money,0.602210521697998
That_Random_ Introvert,12/20/2020,The game in all is really fun and for the price its kinda expensive but the good game and graphics take the star and i really suggest playing this game.,Graphics and Visual Quality,0.6825303435325623
Garrett Blake,12/8/2020,Have to update the game and put more variety and change of scenery and customization please. Thanks :),Graphics and Visual Quality,0.6946523189544678
Diane Delaney,5/11/2022,This game is fun. But it seems like a awfully short game. I like games were it takes more than 10 minutes to play.,Content and Length,0.6622862815856934
Trevor Pellegrini,9/7/2021,Not a bad game but wouldn't hurt to do some occasional updates. Bought this back in 2019 and no updates since.,Value for Money,0.6917576193809509
aemomma1,7/16/2020,Good game if you can get a game to load up without crashing. I get the game stopped responding often.,Value for Money,0.2795814871788025
Manuel Torrez,1/3/2022,Can't play with friends do to app code system kicking off my friends and it's freezing up in the middle of the game please fix,Gameplay and Controls,0.3946771025657654
Bala Nanduri,1/17/2021,"This game is very good. It is really fun and exciting. It's all about being wealth, jobs, love, knowledge, and afcourse about life!! It's really fun to play with ur families!",Gameplay and Controls,0.2345118671655655
Sabrina Beasley,12/2/2023,Love this game,Graphics and Visual Quality,0.3667827546596527
TheGodGodPraysToIfGodPraysToGod,9/23/2020,"It's awesome, can't wait for new maps. Hope they are a little longer though. But still fun",Content and Length,0.5920341610908508
Gracie Walling,10/22/2023,"I bought this and then it wouldn't let me download it, And I know it's not just because of storage, but it's stupid that I spent money on this not to be able to play it.",Value for Money,0.3224838376045227
Austin Rogers,8/16/2023,I love this game and the cute worlds.,Graphics and Visual Quality,0.675717830657959
Stephanie Rowland,10/20/2020,"So much fun, love the choices you get to have, and love the idea you can adopt a pet too!! 😀",Value for Money,0.3571367859840393
Shimel Morris,5/14/2022,"Love this game. Easy game play great connection, just needs a better way of getting the other boards.",Gameplay and Controls,0.5618858933448792
Tonya Nichols,4/19/2022,It would have been cool if we get a holiday worlds. I love the game and graphics. I love how you have goals to reach.,Graphics and Visual Quality,0.642055332660675
Noah Young,7/17/2020,Fun game. Little different then the traditional board game but alot easier to keep up with.,Gameplay and Controls,0.44231054186820984
Josh Jenkins,7/22/2020,Very short and not very fun. Should have made it more like the original board game or Twist and Turns.,Content and Length,0.5992127656936646
BIGMIKE,11/27/2020,The game of LIFE is a game i grew up playing when I was a kid. To see this on mobile and play it again was a lot of fun.,Gameplay and Controls,0.4216748774051666
Alex Mitchell,10/27/2021,"Was a great game at first but for the past 2 weeks I have not be able to play online, which is what I mainly use it for, idk what's going on, but I bought the vip pack and 2 days later I can't play with my family",Value for Money,0.3133891820907593
Erin Lindenmuth,7/16/2020,Wouldn't even load. Sat with a brown screen for 10 minutes. Kept closing and trying to reopen and nothing happened,Content and Length,0.4323331415653229
Christine Furler,9/30/2020,Downloaded game for it to constantly freeze after each turn. Fun but too glitchy.,Gameplay and Controls,0.40432754158973694
Rob Lecuyer,8/8/2020,Game is glitchy. When I should receive a book or heart it doesnt always give it. Will rate 5 star once fixed,Value for Money,0.31989550590515137
DreamyCaku,7/15/2020,The quality of the game was smooth and there were a lot more options in the game. I really enjoyed playing the game totally worth the money spent on this.,Value for Money,0.8891677260398865
GhostPhantasm,7/18/2020,"More improved, but the in app purchases ruin it. The get any of the cool additions you have to pay more.",Value for Money,0.2946726083755493
Natalie Gambrill,8/7/2020,"Is fun, but board game needs to be longer and you have to be forced to purchase a house.",Content and Length,0.5853242874145508
Sapphire Kennon,4/12/2022,Kinda upset tried to buy season bundle wont let me then made me update my game and upon re entering I had lost everything and it started me over.,Content and Length,0.3128696382045746
Anthony Sullivan,4/13/2021,This game I thought would be fun but again with this woke generation they let you pick male female or Trans or whatever and you can marry between them and have kids yeah right male and female is normal anything else is mental illness. Even though I paid for it I will uninstall this garbage. Also even if it didn't have the mental ill trash making you buy the extras which is more than the game itself is pathetic no matter what the developers explain as the reason for it. It is still pathetic.,Value for Money,0.3891581892967224
René Shaw,2/19/2021,"Always been a fan of the game, good version with nice inclusion for non traditional families and lifestyles.",Value for Money,0.4609423279762268
Eric Nelsen,7/15/2020,"The Game of Life will always have a special place in my heart, but now part 2 takes Life to a whole new level of playing! I love this game!",Gameplay and Controls,0.3578568398952484
Jeannie Smithson,3/16/2021,Quite good but the games are long and you have to pay for a lot of unnecessary things like maps and profile pictures 😁👑,Content and Length,0.4101223349571228
Jacquelin Garcia,2/20/2021,"This game reminds me so much of the regular game, but better. This game is so much fun and super addicting. I highly recommend this game. ☺️☺️☺️",Gameplay and Controls,0.28927189111709595
Katie Dodd,10/28/2021,"This game is so FREAKING stinking CUTE! I ♡ IT!. It is definitely worth the money & I will play it ALOT plus many other games that they also have created such as ""Clue""",Value for Money,0.646096408367157
Megan Mecham,4/23/2021,Love this game. Love the variations. Love that money isn't the only goal. I can't figure out how to repay a loan though. Any help?,Gameplay and Controls,0.5353382229804993
Peggy Adams,10/13/2021,I love playing this game it is really fun I play the original life board game with my stepkids and they love playing the game with me. I try to teach them the value of life.,Gameplay and Controls,0.48946821689605713
Daniel Lee Smith,7/16/2020,Love love love this game!! The graphics and the controls is amazing!! Wayyy better than the first one.,Graphics and Visual Quality,0.6775399446487427
Robert Hu,7/3/2023,Single player was fun.,Value for Money,0.2749369442462921
Kirstin,7/15/2022,I love to play the board game but when Im by myself I can't play. This is a really good way to play the game when you're by yourself; I will play it often👍🏻,Gameplay and Controls,0.3313084542751312
Spencer Hanks,11/15/2021,"This is a great game you can play with random people, with friends, and even with npc's!",Gameplay and Controls,0.44213584065437317
Suburban Hell,2/16/2022,Selling houses you're supposed to get 3 attempts but it automatically takes the first attempt every time.,Gameplay and Controls,0.34980306029319763
Allison vugteveen,8/28/2020,I like the game but when u play vs the computer it doesnt put the star in the correct lucky number on the wheel or give its player the correct job,Gameplay and Controls,0.800340473651886
Shawn M,8/8/2022,Keeps telling us to update the game for multi-player. But there's no option to update on iPhone.,Value for Money,0.23413899540901184
Retro Cowboy,9/23/2021,Really great game and fun. I rage quit a lot cause im a sour loser but it happens to the best of us. Great game over all.,Gameplay and Controls,0.2836284041404724
Mary Ann Moran,1/30/2021,First game was ok but the second game wouldnt quit crashing. You also have to pay for other boards.,Gameplay and Controls,0.2464306652545929
Hannah Bence,12/16/2020,I've played 3 games so far & all 3 have frozen up on me. Not sure it was worth the 4 bucks.,Value for Money,0.8356851935386658
jason eric Hawkins,8/28/2020,"I love this game, but after a while of course it gets a little bland, & sometimes it runs a little slow, thank you all for this",Content and Length,0.2848763167858124
Sahil Saluja,11/25/2020,"Not even able to install... Download gets stuck at 98%, not facing download issue on any other app/game. I think I wasted my money.",Value for Money,0.5990300178527832
Reiji Tayag,12/6/2020,"I watch my character for 10 minutes and guess what, it's level 45 already, this is for kids game, I'm looking for a grand chase pc type game on mobile but its hopeless, almost all are stupid auto play",Content and Length,0.4951827824115753
Sam yeknom,9/24/2022,"Love it! Totally worth having on my phone, I do pass & play a lot, but the online play is good too!",Value for Money,0.8843747973442078
Tamara Morgan,7/24/2020,"Amazing! The game is really fun to play, and I don't get bored. What really made me happy was the gender neutral options. 10/10",Gameplay and Controls,0.4890153408050537
Sharynthia Moore,4/22/2023,The fact that I paid for this is fine. But it's complete bs that you have to buy new boards!!!! Do better,Value for Money,0.34503915905952454
Red Jet,1/4/2021,"This game is really good, worth the money and I am giving it a 4.5 star but I would change in to 5 Star if there was mini games like in the 1st game.",Value for Money,0.9435287714004517
Carla Shupp,8/14/2020,"Game play is a little fun. All day nithing but freezing, can't finish a game.",Gameplay and Controls,0.534496009349823
Matt Fasano,2/20/2021,Its fun but it would be nice if the extra levels changed the board or added something extra to the game,Value for Money,0.312335729598999
Joseph Johnson,5/4/2022,I keep trying to play online and it say no internet connection I've re-download it restarted my phone everything. It's not working,Content and Length,0.3205329477787018
Lacey MacKay,3/27/2021,Not worth it. Initially $7 and then you have to pay to unlock all other game boards,Value for Money,0.4153742790222168
Jennifer Adair,2/27/2021,It's like the board game but better graphics you can play on a play online with other people.,Graphics and Visual Quality,0.37922224402427673
Braelyn Ireland,1/17/2021,"i do recamended it but i dont want to wait can somebody help THE GAME OF LIFE 2 - More choices, more freedom! will be installed on your device soon.",Gameplay and Controls,0.35357221961021423
Captain Wolf,7/30/2023,This game is just like the classic only better,Gameplay and Controls,0.3037945032119751
Brittany S,8/14/2020,This game is so adorable and fun definitely worth the money keep coming with new stuff great graphics and all Absolutely Love It,Value for Money,0.7050585150718689
Amy Smith,9/19/2023,I loveee this game I played it all the time when I was younger,Gameplay and Controls,0.47553637623786926
Taylor Bradford,7/3/2022,So cute!! I use to play LIFE on a game board when I was little and LOVED it but this 3D version is awesome! 🥰,Graphics and Visual Quality,0.8289360404014587
Matthew Nowak (Mattie),3/14/2023,Fun & Great Time Killer I love the fact you can enable video/mix chat while playing it really gives a great experience!,Value for Money,0.6056599020957947
Marck Cortez,1/5/2023,"It's good but I prefer the first The game of life. By the way, what happened? You took it away from the store. I bought some skins there now I can't play it anymore. Why did you take the game of life from the store?",Content and Length,0.26872915029525757
Familia Herrera Perez,7/12/2021,"This game is amazing almost as amazing the first game of life, this game was worth $2.74 and I hope they make newer, better and crazier games this game is magnificent and maybe fix a problem with the first game of life",Value for Money,0.8873485922813416
Jennifer Day,1/5/2023,"This is a fun family game. It is great that you can also play with family, kids or friends without even being in the same state!",Gameplay and Controls,0.42246487736701965
Zacric parks,7/11/2021,Just a waste of time & money not fun at all gets very repeating and not random the board game is better!,Value for Money,0.3165355920791626
Wade A,7/15/2020,Don't bother. Bought the game and just gives my phone a blank green screen. I have a Samsung S10+ should work if I pay money. Useless,Value for Money,0.31729021668434143
Red Runner,10/8/2021,"It's an app version of the game of life, however if I pay for something I expect all of the content not 1/6 of it.",Content and Length,0.7397424578666687
Jen Mareska,7/11/2022,"Fun game to play against family and friends if they have it too. Fun boards, outfits, vehicles.",Value for Money,0.3434674143791199
Kellen McCaffrey,8/10/2020,"I love this game fun options, great ideas, and many more opportunities. I think this game is worth its price.",Value for Money,0.8802565336227417
Lusibeth (Mannah),7/16/2020,Good game so far! hopefully you will improve on it and add more situations? like in other game of life editions,Gameplay and Controls,0.2769230306148529
Bontiea Thomas,7/26/2020,I like the game but I'm really tired of it freezing. I wish y'all fix this problem.,Gameplay and Controls,0.24245260655879974
Arthur hidden,7/15/2020,i have different expectations (game wise). It's less realistic. User experience is good (cuteness),Graphics and Visual Quality,0.20428527891635895
Christopher Baran,7/20/2022,The Game of Life is my favorite board game and The Game of Life 2 makes it so much bettter and more fun.,Value for Money,0.33537784218788147
IrishGamer Kerrie Louise,1/25/2021,So fun! Play online multiplayer a lot! No crashes. Server is fast to get a game!,Value for Money,0.3627232611179352
Shawn Nickel,6/7/2023,This game you can't not talk to anyone about any problems or get refunds and there is a lot of hackers in this game and other major problems,Content and Length,0.3944673538208008
Tvette Saint,4/21/2023,"Fun and nostalgic. I do like the game, in game feature of the first life game. Would be cool to have in this one too.",Value for Money,0.28890565037727356
Tamasha Roberts,6/5/2023,Always been a favorite of mine. I'm glad to see a classic game in the play store. Fast paced and still fun,Content and Length,0.2810480296611786
LadyTexas57 R,3/17/2022,"I enjoy the app, but now that I have a new laptop, I am not able to play it. I paid for all the worlds, but only have classic. Please help.",Value for Money,0.32069703936576843
LaRonda Browder,3/9/2021,"This game is amazing. The first Life were good, but this game makes me soo happy. I am amazed of how great and well-made this game is! The updates are wonderful and I give this game a 5 stars! Anyone that says another wise, doesn't get life...",Value for Money,0.5074602365493774
Alex Taylor,1/7/2021,"Really fun game for up to 4 people, online or local with friends. Well worth the price",Value for Money,0.8891276121139526
Nagu Tana,7/25/2020,Good game.. would have been great if the map could be able to pinch zoom in and out and also pan...,Gameplay and Controls,0.4762236177921295
Sam GZH,11/29/2020,"This is so much better than the first one, it doesnt lag, no ads and it has really good graphics",Graphics and Visual Quality,0.8321256637573242
Saya Montmorency,7/23/2020,"My screen is a bit small for pass n play, it'd be nice to be able to stream it to tv.",Gameplay and Controls,0.24286983907222748
Melissa Newbury,8/8/2020,The app is fun robot play is a little to hard you lose money faster with taxes i can get a child when robot player did but it is still very fun,Value for Money,0.6482674479484558
Skye Oosterlaak,3/6/2021,Fun Game... very repetitive. Be good if new worlds or added bonuses were added more often.,Content and Length,0.2709430158138275
Bethany Livingston,8/30/2020,"The game keeps freezing, twice now over the course of 3 games! Trash!",Gameplay and Controls,0.2935480773448944
Arashdeep Singh,10/7/2023,One of my favorite games,Graphics and Visual Quality,0.2576003968715668
Caitlyn Stevens,3/30/2023,Need to speedup time between turns or have something to waste the time and having the choice to pay back our loans when we choose would be a nice addition,Gameplay and Controls,0.36433911323547363
Brian West,7/29/2020,Another great version of the classic board game also I personally think the original version created by you guys has better graphics,Graphics and Visual Quality,0.8226548433303833
Dylan Du toit,10/2/2023,Hi can I please have a refund? The game is fantastic but I just don't play it anymore,Value for Money,0.5437121391296387
Tori Lipscombe,9/18/2020,I love this game and have bought the fairytale expansion but the game updated and now I've lost access to the pack HELP,Value for Money,0.3450010418891907
Miguel Sta Maria,7/24/2020,"Pretty solid game, can't wait for the different type of boards to come out.",Value for Money,0.5071070790290833
J S,3/20/2022,Incredibly short board and short games. Overall just very disappointing.,Content and Length,0.6286316514015198
Drewber Wilson,12/10/2020,"I have always loved the game of life, now, I get to play 2 extra levels and they are fantastic.",Value for Money,0.6304265856742859
Brandon Scott,11/16/2021,Omg love these Life games. Especially this one I'm so addicted. Used to play with my family when I was a kid. But now it's just one tap away on my phone I can take anywhere!,Gameplay and Controls,0.32217302918434143
kaylee hampton,1/7/2022,"LOVE THIS GAME!! I got my partner hooked on it after watching me play a round, he got himself and me three of the expansion maps and I'm OBSESSED with the Haunted Hills map!",Value for Money,0.466747522354126
Khemaras Khai,7/26/2020,"Great game, graphics awesome, I would give it a 5 stars but playing the game overheats my phone. Overall it's fun",Graphics and Visual Quality,0.7346478700637817
Nicole Young,8/26/2020,Absolutely loved it! I have been playing for 5 hours now! Definitely worth the small amount of cash!,Value for Money,0.7684024572372437
shannon delonay,9/3/2020,Wouldve given it a higher rating but until the game updates there's only so many things u can unlock but overall a fun game,Value for Money,0.48049816489219666
Andrew,8/29/2020,The game looked amazing on my phone and the graphics were really good I just wish the game was longer,Graphics and Visual Quality,0.7670754790306091
Mike Flores,8/19/2020,Please update the game board and add new features PLEASE. it's already a boring game to play and I'm NOT paying for another game :/,Value for Money,0.45887503027915955
Candice Williams,9/6/2020,When I first got it the game was cool when I play single player mode its boring because I have to play as other characters i want to be my own character,Gameplay and Controls,0.28757843375205994
Stephanie Cyr,2/13/2021,"I actually paid for this... not fun, takes too long between turns, and keeps glitching",Value for Money,0.49189960956573486
the__ cosplay__noob,8/2/2020,This is actually a fun game and it not just pink for girl and blue for boy there purple too so you don't have to pick a gender I actually like this a lot!,Gameplay and Controls,0.6089692711830139
Hau,2/11/2021,buggy... every other game AI gets stuck on a turn and you have to exit out of game to fix it,Gameplay and Controls,0.29144540429115295
Robert Williams,10/4/2020,I wish I didn't pay for it. It is boring a game does everything for you what fun is there I wish I can have my money back.,Value for Money,0.42794206738471985
Ofosua Barkman,3/1/2021,It is a fun game the only problem is I purchased the fantasy board and yet it erased the board like I never bought it.,Gameplay and Controls,0.5029064416885376
Kristen Durstenfeld,9/10/2020,Just downloaded this today and it has already frozen about 7 times 😑 Game play is really fun when it works...,Gameplay and Controls,0.41837507486343384
