id,date,text
Anvi Bajaj,2/19/2021,"I enjoyed playing this game but now it keeps kicking me out , I tried reloading and still same issue , please help . It keeps kicking me out of game every time I try to play."
Hayden Starr,9/1/2021,"I guess the game of life was always a short play, but a longer map or something would be nice. As the game is now gets boring fast."
Brandon Buckley,10/10/2020,"So I came back to rate the game again. I got a new phone because it was time, so I install only to find all my progress is gone.. haha. Good luck with that style.."
Rebecca Forbes,7/17/2020,"I wrote a review yesterday, but I forgot to add this one suggestion which would make this game even better: I think that there should be ethnic hair choices, rather than just ""White people hair"" to be more inclusive."
Joe Schmoe,8/15/2022,"Extremely basic. Graphics for a toddler, but gameplay intended for a teenager. Opposite of fun, and already uninstalled."
Deb L,6/25/2021,"Works great, until it doesn't. The game is fun, but it freezes when I receive notifications via any other app."
Tina Ready,7/20/2020,"I remember playing this game as a child and I loved it, so to be able to play this game now is great. The graphics are awesome, and I like the different options you have on how you can play definitely recommend this game!!"
Caiden Gaming,3/8/2023,"Game is really great and I saw your reply. I can't get the game anymore, (not enough money) although it would be great if it went on a sale or something. I'm so close to getting a lot of play points"
Caesar Porman,7/11/2021,great game for 15 min of fun. other platform cost 10x more. so if just want to have a quick fun buy a 1 or 2 5$ maps. should be more than enough to entertain u and fam
Shelly F.,12/4/2020,I am enjoying this second adaptation of The Game of Life!! Much more fun than the first. Better than the Vacations one. Overall much better!
Matthew Munson,10/2/2020,"This is game is very addicting. My friend and I play everyday for hours on end. However, we have been anticipating new worlds and so far none has come out. When will new worlds arrive?"
Glibby,3/29/2023,I swear I spend more time in the transition screens than I do playing the game. Let me skip all the unnecessary stuff and play the game.
Zachary Rongo,1/9/2021,"The animations are great, but the game is a bit buggy. On a rare occasion, the game will just get stuck."
Traci Kintner,3/5/2023,"BORING! I can't believe I paid $1.99 after using a $2 credit. I was questioning my purchase after 10 min. After 30 min., I was done"
Christi Davis,5/14/2021,Love this game on any platform. I wish the pass to play game was a little more involved and not as short. Overall my daughters and I enjoy playing.
ItsOnePixel,1/16/2021,"Perfect game! Saw Jdlly, Slogo and Crainer play it, and I instantly wanted to buy it. The game is a great experience, alone or with friends and family."
Marianne V,11/9/2021,"Had to change from android to iPhone for medical video sessions only available on FaceTime. Google can I have refund on game pass and all games purchased under android phone, and now I’m medical required to have iPhone for FaceTime to up keep my many Dr appts. Marianne Vinas, a customer for years!"
Sarah Rabel,7/27/2021,It is one of my favorite old board games. Was hoping the collectables would unlock more. It wasn't what i expected.
Shayla Namauu,9/2/2021,Had to factory reset my phone. I lost everything I had gotten from collecting the puzzle pieces. No way to get them back that I'm aware of. :(
Izel Barzilay,9/24/2021,I bought the game but online multiplayer and online with friends options are non existent. I see the buttons but it can not be clicked. How can I solve this?
Traveller,1/17/2023,"Was hoping to take advantage of the 50% off the VIP pass, that was valid for 10 more days - but it's since dropped off and gone back to fill price. Oh well...."
Shelly Teeter,7/26/2022,Best game ever made...love the graphics and the characters..always time to enjoy the classics..keep up the great work.
Ben Campbell,12/31/2020,"Play with friends' option simply doesn't work. Repeated 'Invalid Code' errors. Considering that was the sole reason for purchasing, this can only get 1 star."
Lamar Taylor,1/14/2021,"Computer cheats too much to enjoy a game. Computer always gets the better job, higher rolls, and always has more money. Had to delete"
Liva Eistere,10/18/2020,Its much better than the first part but i dont like the outfits in the game for girls . But just changing the hair color and outfit color would already do a lot!
The Rap Game,7/29/2021,I need a better phone my s7 has trouble keeping up with the animations at times. Still a good game but the dlcs are still not worth it.
Shannon Huskinson,5/11/2021,"If I could give this 0 stars I would. This game is absolutely rubbish. All it does is crash, stops working and just doesn't even work correctly. Just wish I could get my money back on it its that awful. Do not bother wasting any money on this."
Fredrick Snett,7/21/2020,The game of life is one of my favorites as a kid. I haven't played it since I was about 7. No one plays board games in real life anymore. I can finally play it again since this game is all around the world(online game)! Thank you!
Loree Wiedeman,4/30/2023,"Fun game, but I paid for sweet room, and didn't get any of the items included with the bundle... 5 dollars for NOTHING!!! Very disappointed..."
Brietta Farmer,7/17/2020,The new animations are fun and the game play is still pretty simple definitely a great time killer.
Tiffany Trotter,8/22/2020,"I got the game and I can say I really love it. I have loved playing life since I was a kid, but the real life game is just so slow. This takes away this hassle and has great graphics. I'm glad I got it. :)"
The Majik Manifesto,11/17/2021,"I really like this game! Cute, fun, interactive and entertaining. Thank you to the developers for bringing one of my childhood favorites to LIFE! (no pun intended) 😁"
Annika Chambers,1/17/2021,"It's a fun game, but you'd think for paying $4 it wouldn't glitch every 5 minutes and have to restart the game."
Tia Leanne,10/19/2020,"Absolutely love this Game. I took a Star off for the fact that we're using Peg Characters like the Board Game, and not Animated Characters like the Classic PC Game."
kandi kane,2/13/2021,It freezes up constantly and then kicks you out the game. Ive only had for a hour and i have been kicked off twice. Money wasted smh.
Amanda Hicks,5/20/2021,My 8 year old daughter loves playing this game together but I find it a little boring after a could of games. I wish there different boards not just the one...
Cloud Leach,3/5/2021,"Amazing, I play it everyday with my wife. I bought the full version and would do it again for how much fun we've really had, it's ridiculous."
Ryan Peck,10/10/2020,"Single player game is not very interesting, is it's mostly just chance. The look is wonderful, but not fun enough for me to want to play again."
DatDuelist,4/19/2021,Love the game! Sad thing that the expansions are just overly priced cosmetics. I have to say that the fantasy set rocks though. Love it
Kelly Schachter,7/22/2022,The game is super fun! I would definitely give it 5 stars if the action cards were also themed for each of the alternate boards.
Casper Mendez,10/11/2020,Its just the way i expected to be. This is exactly how game of life used to be just with a few fun little upgrades. I really enjoy this game and can only recommend it
Dee Dra,10/16/2020,I like this game and all but the only question I have is how in the world do you repay loans back before you retire??? Will put 5 stars if my question gets aswered thanks Edit: thank you for getting back to me! That was driving me crazy trying to figure it out!!
Donna Kaplan,11/27/2020,"I ""played"" one game. A few of my stable apps went haywire. The banners and awards are annoying. I prefer the older App."
KiroPezza,3/19/2022,"Great. Have to turn music and sfx to make it work without lag but other than that, great game."
Stirling Hall,2/10/2022,This is a great game of life and unlike other games this game actually comes with a challenge and I haven't had 1 app pop up yet. Great game 10 out of 10!
Mikah Maiden,4/11/2023,This is supprr fun and has no adds to get in the way also it lets you pick if you want to be offline or online soparents dont have to be worried about that. FUNNEST GAME EVER!!!!!!!!!!!!
Jaicee Meier,5/11/2022,"It keeps on glitching up. It's to the point where I can't even hardly play it. I can't even play it for more then 3 min. And I have to turn it off I even paid for all of the worlds so I spent a lot of my money just to play a stupid game that I can't even play now because of the glitching. What am I supposed to do? I hope I can at least get my money back, if I'm unable to play it."
Chris Bender,11/1/2021,The game favors the computer so highly It makes it not fun I can only spin 1-4 unless it's my oppents lucky number then at the end since I'm only at Carrer and there retired theye win everything never buying from marmalade again its sad it's more important that the computer has the advantage then letting the game play out naturally
Magic 10 Slots,7/15/2020,When I got to the end the game would not work fully connected to internet I switched to 4g it worked for 2 second then could not do anything so had to close game so know idear if I won also there is no way to see past games
Garrett Ratt,10/22/2021,"Paid 7.50 for the game, wanted to get a different map so paid another 7.50 for the spooky pack and its literally the same map just reskinned. The game is all chance there no skill involved what so ever."
Randal Alford,1/14/2021,"Fun game but goes thru bouts of NO INTERNET CONNECTION when I try to play multi-player mode, yet I'm connected to the internet. Rather frustrating."
Zoe Kendzierski,1/25/2021,I love this game me and my mom play it all the time it is so fun. I like that you get to design your character and play with your friends I love that you can do everything you can do on the bored game. This game is awesome👍
Kisharn Kumara Vell,7/26/2022,For some reason i cant change my name and online multiplayer and play with friends is locked. Its really boring playing with only bots.FIX THIS OR GIVE ME A REFUND!!!
Janette Lindsey,9/17/2020,Far from the classic Was super excited to play however there is so much change we didnt get to buy a home or have a good chance for a family Hopefully you fix it??
Emma Hood,10/9/2021,Enjoy playing this game but seeing as we pay for this game why ask for us to pay more to play different worlds. Abit cheeky to be honest. Why can't we unlock worlds/outfits by completing collections.
Tyson Walz,4/6/2023,34 years old loved the game of life since I was very young. The game was well worth the price and run great and has amazing replayability
Ashlee Hanford,8/12/2021,"MEH....$4 for a game with no advancement or rewards except an extra outfit or so, was fun til it got boring unless you're willing to pay $4 for a different board everytime"
Poppy B,4/17/2023,its good mostly BUT the board is a lot shorter and a whole bunch of stuff is paid (theres a whole vip package you can pay for) i think i prefer the first game.
Kristian Townsend,12/6/2020,"Super fun!! I was playing my first competitive game and won by a few points, overall performance is very good so far but would like a bigger map"
Kristy Langellier,4/27/2021,I love this game. It works perfectly in single player and is really fun. You can choose how many AI are in your game too.
Alexis Edwards,12/2/2021,"This is terrible, the only way to unlock other boards is to pay $4.99... once you collect everything you have no point to play on..."
Jordan Martin,8/12/2020,"Great game, love all the choices and new aspects. Also love that you can play with your friends online."
Amanda Utley,3/15/2021,The whole family loves it. We have 2 different board games of LIFE & I just Absolutely in love with this one I downloaded on my phone. My husband even dowloaded it!!
Heather Nelson,4/11/2022,This game is just ok. I would play this game more if you added points for the babies. It is addicting until you run out of puzzle pieces.
Michael Peat,8/26/2022,"Good game to play when you're bored, but crashes too many times. Even when playing single player against the AI."
Kenny,8/3/2020,"The game is okay. Everytime I try to play with friends it kicks me out mid-game. Kinda annoying, rather just play the board game"
Scaramouche,7/15/2020,Amazing game but it's too short and predictable. Can't play this alone in a long run. Sometimes laggy but that's okay.
Jalisa Gunner,10/11/2023,The competitiveness doesn't get too bad and overall it's a wonderful game in the lads no nothing just peaceful gaming for my kid's.
Gunnardab,8/7/2020,I like this game somewhat however the fantasy was a let down. There were no fantasy pets still just dog and cat what about a dragon or elf or werewolf. Even the actions are the same . how about getting turned into something instead of taxes.
HI HI,7/5/2022,"Not what I expected, the game is too short and the game glitches often making me have to close the app and restart my game."
Adibah Rahani,11/27/2020,Better than the first the game of life version. Nice graphics and more variation. Nice to play with single or multiple people.
Juniper Whiskeytart,1/27/2022,Your game sucks it constantly tells and shows me I'm bad and it feels like the computer rigs the roulette you call it random I call it rigged it's a waste of time and money.
Anya Carpenter,2/3/2023,Ypu only ot one map and have to pay for rest whem I already had to buy the game. If you have to buy the games then you should get everything with it.
Paul Xiong,3/22/2023,Fun with the family! We play whenever we wait for our food at restaurants. Good way to keep the family engaged and entertained!
Dale Chambliss,3/14/2023,It's nothing like the actual board game and too me it kinda of sucks actually especially at over 500 mb for a game that isn't fun at all kinda of confusing I rather it be the board game like back in 1990's or 1980's board game was more fun than what u have here
Johann Murillo,6/6/2021,Its a fun game with different things to do but im giving this 4 stars since it can get very boring at times but it is a great game and suggest you should get it.
David Odorcic,10/3/2021,"Very good game! Great game to spend time with the family. The layout of the characters, maps/worlds is just very good. You will not be bored with this game. Good game!"
Rebecca Wilmot,5/13/2021,Only giving you 2 stars because I've played single player and online multi-player and have never won a single game...also the game cheats on mini games within the main game...I'm so disappointed that I actually paid for this app and can't win even one game!
Breanna Allen,1/6/2021,Different from the first game! Gameplay is still the same. Just more options and a fun spin on the original game of life!❤
Charlene Delgado,8/30/2023,It's awesome you can play with family members from different houses 😀
Sae Sae,2/1/2021,"The games not bad, but REALLY not worth the price. This game should be free with the amount of game play you get out of it. You could add so much to this game."
Alexus Matchett,2/24/2023,Love Love Love it!!! Awesome graphics and you don't have to pay for coins unless you want to. Also there are no ads!!!!
Vikalp Dubey,8/12/2023,"Too slow,Should have a fast-forward button"
Jasmine Johnson,11/28/2020,It's been a really fun game but I went in to debt one round and it tells you to pay before the end of the game but it never gives you the option to
Samwise Gamgee,7/30/2020,I really enjoy playing this game in Pass & Play mode with my family. But could you add ability to change human player names in Pass & Play mode?
EmpPhantom,4/19/2022,Absolutely love the game! Only thing I wish is that there were different difficulties for single-player to make it more interesting
Simone Green,1/6/2021,"I thought this would be better than the first one, but its not. The first one is way better. The graphics on this is better but the gameplay on the first is more true to the boardgame. Can I get my money back?"
Thomas Lockett,7/25/2020,"Too short, having a family in the game doesn't really give you any advantage and everyone you play with should be able to contribute to the achievements."
Vada Streeper,7/14/2022,One would expect that a game that you pay for would be fully unlocked and not have to pay to unlock different themed boards.
Bradley Hunt,12/18/2020,"I'd give it 5 stars but for 5 bucks on the frostland we should have at least reindeer as pets or polar bears. 🐻 💘 And on side note for the 5th star with the family pets, at least would make the pets white for dog's ""Huskys"" for example But other than that it's a cool game"
Maltrox,7/16/2020,The gameplay is good but buying for more maps it's disappointing; There should be a timer for every click.
Cai Png seller,11/25/2020,I should have known I would had only have one map and buy the others this is a joke! Why must I pay for the other maps as well and the other maps are all over price
Abbey Bint,3/12/2022,"A very nice game so far! I've played one game and it's really fun, I highly recommend definitely worth the money and I'm happy there are no ads atm :))"
Sinner Klotz,7/5/2022,Loved the game as a kid and this take on a classic board game is fun and entertaining and a nice way to pass the time great job to the developers keep up the good work 🙂
Glenn Coogan,4/18/2021,Not happy. Paid £3.99 for the game and £5.99 for the fantasy bundle to then play it and see that all of the actions in the fantasy world are the same as the normal game. Not impressed.
Stephen Mann,1/1/2021,Great game however when buying the extra maps it does not give you a new experience and no new challenges which means it might get a bit boring
Beau Culwell,10/2/2023,Great game great graphics works very well
Ashe Nguyen,7/19/2020,I love how you guys added more features to the game and it has less bugs too. Keep up the good work and everyone keep safe :)
Rachelle Harmon Harmon,2/22/2021,I enjoy it but the upgrades are so expensive it's discouraging. Sometimes I wish yall had loyalty points in games.
M Childers,8/23/2021,App isn't straight forward. Greedy to the max.... You get 1 world and pay $4.99 for different worlds without different features!! If you refuse their privacy policy then more features won't work.... The world is sick w greed
Christopher Bosse,11/2/2020,"Cool so I pay for an app... To get one map... I have to pay TWICE the price to open up another map... Or $30 for the 2 maps and 7 ""promised"" maps.... Sorry but no"
Benson Family Benson,1/2/2021,"Can't download, hangs up at 89 percent. Did everything that was suggested Cleared Cache and restarted. I have strong 5g. No support."
x-Mavrin_blitzgee-x,8/1/2023,"Although luck based, it's very balanced"
2023 Lean On Me!,6/1/2021,"Needs a way to, ""add friends,"" so users can better keep track of people they want to play with."
Big B,7/22/2020,"Great update to the classic game, since I had to pay for it I wish the new maps didn't cost extra."
Christopher Dalporto,12/4/2021,Excellent mobile game of life. Kind of greedy on the outfits though. Who is paying for outfits after already buying the base game? Make unlockable by playing! 👎
Graham Duncan,1/13/2023,"Good graphics, decent play but so limited, going off the game, keep getting put on with LEMON CAKE who takes 2mins per shot and adds up after 20shots to a big bore of an hour"
Cristin Powers,8/31/2022,This game is great. I love playing with my family. The only problem I have is the collections. I am not getting credit for growing my family. I have had babies and pets but they do not count.
Alana D. C- Walden,12/4/2020,Way btr then the first life!!! U guys did awesome on the graphics and the animation. I enjoyed playing this game very much. Thanks
Carrie Melendez,1/9/2023,I love the online and solo games. It is also worth spending a bit and getting all the boards and avatars unlocked.
Adam Afrilia,8/13/2023,"The game is so good in my opinion, I definitely will play this game with my fiancée, and it's so great🤗"
Mar With,4/23/2022,Really needs a timer for players turns More than half of every match I've played since I got this game is people playing for 2 seconds till they realize they lost and idle till you quit
Alyssa Cornish,3/2/2021,"I purchased this game thinking I would like it but it was kinda boring, Then when I tried to get a refund for the game but it uninstalled the game not giving me back my $3.99"
Carmen Riley,8/13/2020,"I love this game, but when i purchased the fairytale kingdom for 4.99, they charged me twice, and no kingdom, still got classic, I need my money back"
Mr Ghost,3/1/2021,Very fun and Spontaneity is also a nice change. Feels like your choices determine the outcome. Such is Life:)
Tammy Norton,11/20/2022,Not impressed with this game and couldn't get a refund. I wish you could try these games out first and see if you wanted to purchase it. I wish I could get a refund to purchase something else.
Quin EssentiaL,7/22/2020,A really cool game. Very creative. Had a fun time! Especially loved the animations.
Stacy Mulligan,9/29/2021,I love the pass and play option. We play 4 players at a time. Tons of fun. Can we play more than 4 players at a time?
Stephanie Mullins,3/6/2021,You think you're buying a game but if you want additional maps you have to pay even more. The game is buggy now and then. It's not worth the price.
Jennifer Grant,11/13/2022,I have tried and tried all troubleshooting steps but can not get this game to download for anything. Guess I'm stuck with the original
Jackson sepass,7/18/2021,Great game and all but I'm sick of waiting if I could give a plus I would after you make it two players one device and skip turn instead of waiting for single player
Corey Pelletier,12/3/2020,"So much wasted time, the sign drop off the next players name, waiting for other players turns, etc. Worst rendition of a classic game"
Sarah Lee,4/2/2021,"It's okay, its kind of slow. I wish it would just continue turns instead of all the stuff in between."
Stephanie Sommer,9/6/2021,"Purchased since it said eligible for family library, didn't appear in our library, reached out to developers for support and they just told me to contact google, no help, waste of $4 or I can pay another $8 to add to my kid's devices 🙄"
Scott,8/4/2020,"Great game, been playing it with my mum and fiance and we are having alot of fun, brings back childhood memories as I had the board game."
Daniel Gaudiello,6/4/2023,"I wish the original game was still on Google Play. This sequel is good, however it seems shorter than the original. Other than that good job"
Mark Hirsch (SSMD999),2/12/2021,The game should be little bit longer it is too short than the previous game also the game takes too long loading up and freezing a lot
Jessilyn Gray,1/4/2021,Game kept kicking me out I was only able to play one game all the way through then it kept kicking me out or freezing. I want my money back
Margaret Weigold,4/23/2023,I love the game. I just feel you should be able to unlock worlds not have to pay for them. Or make cheaper. You already have to pay for the game......
Kenny Abbs,9/3/2022,Cant even get through a full game without the app restarting my phone . This has been an ongoing problem. Please get this fixed
Lucas Parsons,5/15/2021,"This is a great game. I love the new options. My only problem with the game so far, and the only reason I'm rating it 4 stars instead of five, is the fact that I just had the game crash on me."
Robert Cedeno,2/21/2022,"Great game gets long add chat for wait , and also allow us to add friends with players we played with , since most people we know don't play."
Cat Ammann,5/16/2021,"Not worth the money I play better game without having to pay any money. It's got nice graphics but nope, not worth the money."
Crystal Klink,8/31/2020,So far so good everything works great the spinner works way better and the graphics are really cool.
Tracey Lee,2/3/2022,Love playing this game. The only thing I would like to mention is u cannot find the rules of game play anywhere. Can the rules me provided or included please
Rebecca Petrie,7/12/2021,"Really slow, kept stopping, didn't find out who won at the end of the game. Refunded."
Nicole Thompson,1/3/2021,"Just downloaded the game and I can only use the app until the game goes to load (single, multiplayer, press and play have all been tried) and then the app shuts off"
Brieanna Kirton,12/3/2020,Game works fine haven't had any issues with it. I like the game I just wish there were more ingame tasks to do and the road was longer
Stef Ingham,12/15/2020,I love this game. I only have one suggestion. Make the action cards unique to each board. That would just put it all together so nicely.
Jordan Dunn,8/1/2022,Really fun game. Great for passing time.Just don't like the fact that it doesn't bring progress to new device.
Michael Jenkins,1/17/2021,The only complaint I have is the boards needs to be longer. Also how many more boards come out with the season pass?
Daisy Flower,1/23/2023,Really good game. Love to play it with my friends and there is ai players if you want to play alone. Definitely worth it!
LilaJean Seder,11/12/2021,"Cute, fun game but the online and play with friends options don't work. Those were my main reason behind buying this game so 3 stars."
Clifford Beilke,3/4/2021,less options and gameplay than the board game. Gets boring after 3 or 4 games. Not worth paying for.
Mr V,1/7/2022,Its fun and all until u play it like months or weeks u will get bored. The game is too repetitive need more complexity.
Jen Chong Wong,5/15/2022,The game wants you to buy in store items with money again to unlock new stuff. Game play is also too short.
AM R,7/11/2021,Error in multiplayer offline..when I get turn..it's loading too long and have back to main menu...but game is fun
Nic K,4/25/2023,Very fun!! No ads is awesome and tons of fun to play with the wife! Will definitely recommend to everyone!
Kristi-ann Johnson,8/6/2020,I paid $57 for the season pass and got nothing! 😡 I'll be launching a dispute with PayPal and getting refunded !!
Autumn Matthews,12/25/2022,"Definitely a fun, competitive game experience. Was able to even get my 13 year old involved and had fun."
Keith King,11/17/2020,(EDIT on my last post today) The additional map that I purchased unlocks when the game is online. So it's not a total offline game.
Sassy Chimpanzee,11/7/2020,"It's for some reason extremely boring to play it this way. I have a lot of fun playing with the actual boardgame, but this version is just so boring."
Christopher Radenovic,9/3/2020,Totally worth 3 bucks lol. You can buy 9 coming soon versions of the game of life for the price of one board game.
Jasmine Rose,9/24/2020,"I love this game, lots of fun. I have given it 4 star's as sometimes the game freezes otherwise it would of been 5 star's."
GiGi,2/14/2021,It's just like the board game I have in my closet! I love the option that you don't have to play with friends online you can also do single player.
Robert Voigt,7/22/2020,"Having enjoyed the first game, having the board game being one of my favourites growing up, I think your team have done an excellent job on the 2nd edition Thumbs up and Up 👍👍"
Mesmerizing Reflections,10/5/2020,"Fun, but I wish we could choose if we want to adopt a dog or a cat instead of it being assigned to us. I'd like to see more themes too."
spleef playz,11/19/2020,Amazing game and great things to buy i like that it has different maps and characters and vesicles to best game ever 1000000% download it if you can pay like me just be carefull
Douglas Byrne,11/12/2020,Have taken the fun out of playing the game of life automatically gives just two choices rather then mini games as in part one original Hasbro game of life.
rotokomoto,7/16/2020,Tbh I hated the first one it was low quality and not worth money but this one is one of the best mobile games in a while it takes a spin on the orginal idea and makes it better!
William Martinez Jr.,7/23/2023,Always loved the board game this is just as fun
Fox8MyDinner,8/20/2023,Ever bit as good as on console and pc
Jeff Jacob,10/9/2021,"I've never seen a game hacked so hard. Whatever the worst outcome is for you, best believe THAT number will come up. Worst $2 I ever spent in my life!"
Omar Samer,4/4/2022,"Eveytime I reach the end the game gets lag, why? That will let me to get rid of the game if it doesn't get fixed."
Angie Merckel,7/24/2020,It's pretty good. I just wish there would be a way to pay back your loans before the game is over but I have tried everything and I can't figure it out. But the game is over all pretty fun.
Danny Gutierrez,8/20/2020,I can only get up to the college sapce in the game and then after that it shuts down I can't enjoy the game with this problem.
maria sharpe,11/13/2021,"I always loved the board game Life and this is just as great. Great graphics, easy to understand and play!"
Janmark Saculinggan,12/2/2020,They say they will fix the freeze bug in the comments but it is not. it keeps freezing.
Andrew Souder,1/2/2023,"Fun game, just like the Board game, little annoying that after paying for the game you have to pay to unlock different boards"
Lexus Keyes,9/2/2020,"I bought 2, 3.99 bundles and never received them, idk why or how, but im very uoset that i wasted money on nothing. I was really enjoying this game.."
Jenny R,1/4/2022,Not very impressed as I've bought a few things and they've not loaded on to the game. And it's qnnoying and I'm disabled it helps my mental health .please help .
Eva Lewis,7/18/2020,Super fun on your own. I like to play this game with my kids. Haven't tried online yet. Would be better if you could have a profile share across multiple devices
HazzyMD,8/13/2020,"You get a smooth game every so often, but the rest of the time it bugs out or crashes"
Stephanie Trudeau,5/25/2022,Already paid for the game but to unlock it all you need to pay $34.99... it also freezes up mid and end game at times
Samantha Sappington,8/8/2020,"Loved this game ever since I was 4 years old and has the original Playstation disk copy and board game, glad to still be able to play!"
Gemma Dawson,7/19/2022,I love it it is werlt the money becauae it can be played offline and no word to say how fun it is i recim. you can play with family and friends but to play with friends and family it takes wifi
Lisa Torres,10/7/2023,I had fun playing it.
Kirito,7/16/2021,"I like the game and everything about it, but the only glich is that when you sell your house and pick an envelope you cant say no I don't want to sell my house for that price, even tho it says you can"
Derek Gregg,7/24/2022,"Really fun, and enjoyable game with no wrong paths, or ways to succeed in it. Loving The Game Of Life 2!"
Katie Davidson,10/9/2021,It is really fun to play with family but the only thing is that you have to wate a long time ⌛to switch players but other than that it is amazing 👏
Dareece Luze,1/2/2022,We have an adaptive switch for my daughter with Cerebral Palsy. This game is perfect for us. So fun!
Marra Ludahl,10/15/2020,I like the game my only complaint is you have to pay to play the other world that should have come with the game when you first buy it other than that good for killing time
Hayden Owen,3/19/2021,Defintly cute but feels limited on your options to choose from or action/bucket list items. Still fun :)
Mr. Mom,6/7/2022,"Nothing but lower rolls and nothing above a 4, online doesn't work, I paid $4 for a game that is broken. Would give zero star's if I could."
Faceless Goddess,7/8/2021,"Really fun and has very little bugs, I do wish that they gave you more puzzles since they go by so quickly."
Jeu Escobido,7/29/2020,"It freezes mid game. Can click menu, end game etc but game wont continue. Needs update."
Althea Claridge,3/9/2023,"I love this version, would be nice if you could win puzzle pieces when playing online in worlds you don't own."
AYEYUUDHE,11/16/2022,Never saves my progress. Always have to start completely over at enter my age when I play. Ridiculous.
Kayla Forseth,9/21/2020,This game is so fun to play im going play again and again. What a blast game good job. The board is different thats why its so cool.
Nemesis Saladbar,9/20/2021,I can't select to be ready idk what to do other than that the game is fun for the most part it must be some sort of bug.
Sherita Griffin,8/4/2020,I really enjoy how the game has changed. I really like the gameplay different with more things to do. Great job
Mr. Lost,6/2/2021,Spent 5 dollars on a map and it wont let me choose to play on the map when joining someone else and also doesnt give me anything towards the outfits or anything else from those matches
Robert Laws,10/27/2020,Fun to play. Easy to play. One thing I would change is let everyone spin to see who goes first.
David Jia Xing,4/28/2021,Ok. The game breaking bugs make it unenjoyable. Every other game will make freeze at the end :sadface:
Barbara Monroe,7/3/2023,Love Game of Life 2. It's fun every time.
Louis Jarvis,7/29/2023,It was a great experience and I will play until I'm 100 sooooo much fun 😊
Natasha McClay,8/18/2023,Very relaxing in long car rides
Irfan Jeffri,8/3/2023,super fun game to play with friends
TRUDY BARNES,6/25/2023,Light hearted and creative
Julia (Joolz),6/24/2023,Easy to play with 8 yr old grandchild
Elliot Nickols,6/27/2023,It's fun and exciting as well so that's why I gave it a five stars.
Baka-Sama,8/26/2023,Own it on Android n Xbox. My fave game ever!
AlienRoswell,6/13/2023,Love the game i really take fun and joy with it
T. Bunting,3/16/2021,"Fun for my daughter and I to play together. I like how we can customize our avatars, just wish we had more peg colors"
Mike Gosse,7/4/2023,Finally the new update is here . Yet no update available for me!!! Great guys thanks 😔
Henk Sommer,6/28/2023,"Can't seem to add it to family library, is that not allowed for this game?"
Alex Bowman,7/30/2023,"Fun, like the collectibles"
Meghan Dore,7/21/2020,Game won't load. Yellow green screen. Made sure it's updated to current version. Very disappointed.
Britney Thompson,3/6/2021,I've been playing this game for a while then within the last day or so when I open the game you can't push the start button and it doesn't make any sound. What happened to your game?
Tiffany Partanen,8/27/2020,The game isn't quite what I expected and I'm not enjoying it sadly after a few plays. Is there anyway possible for my $3.99 refund or even credit for another game? I'd appreciate thanks
fei,8/22/2020,"It's very fun but kinda short, wish there was more options. But it's really fun to play 4/5 stars 😊"
Hannah Kerr,8/10/2022,Does not save your game progress when you make an account and switch over to a new phone. Fix this!
Timithy Coleman,7/15/2020,"Loving the new additions and twists on the game! Don't understand the low rating ppl are giving, I've had zero issues so far"
Angela Martin-Hardy,7/16/2020,I love it! Easy to find someone to play with and the graphics are cute! Other board games by this developer would be fun to play too. 😊😊
Christy Schrader,3/17/2022,Love the game. Just wish expansions weren't more expensive than what I paid for the game.
That_Random_ Introvert,12/20/2020,The game in all is really fun and for the price its kinda expensive but the good game and graphics take the star and i really suggest playing this game.
Garrett Blake,12/8/2020,Have to update the game and put more variety and change of scenery and customization please. Thanks :)
Diane Delaney,5/11/2022,This game is fun. But it seems like a awfully short game. I like games were it takes more than 10 minutes to play.
Trevor Pellegrini,9/7/2021,Not a bad game but wouldn't hurt to do some occasional updates. Bought this back in 2019 and no updates since.
aemomma1,7/16/2020,Good game if you can get a game to load up without crashing. I get the game stopped responding often.
Manuel Torrez,1/3/2022,Can't play with friends do to app code system kicking off my friends and it's freezing up in the middle of the game please fix
Bala Nanduri,1/17/2021,"This game is very good. It is really fun and exciting. It's all about being wealth, jobs, love, knowledge, and afcourse about life!! It's really fun to play with ur families!"
Sabrina Beasley,12/2/2023,Love this game
TheGodGodPraysToIfGodPraysToGod,9/23/2020,"It's awesome, can't wait for new maps. Hope they are a little longer though. But still fun"
Gracie Walling,10/22/2023,"I bought this and then it wouldn't let me download it, And I know it's not just because of storage, but it's stupid that I spent money on this not to be able to play it."
Austin Rogers,8/16/2023,I love this game and the cute worlds.
Stephanie Rowland,10/20/2020,"So much fun, love the choices you get to have, and love the idea you can adopt a pet too!! 😀"
Shimel Morris,5/14/2022,"Love this game. Easy game play great connection, just needs a better way of getting the other boards."
Tonya Nichols,4/19/2022,It would have been cool if we get a holiday worlds. I love the game and graphics. I love how you have goals to reach.
Noah Young,7/17/2020,Fun game. Little different then the traditional board game but alot easier to keep up with.
Josh Jenkins,7/22/2020,Very short and not very fun. Should have made it more like the original board game or Twist and Turns.
BIGMIKE,11/27/2020,The game of LIFE is a game i grew up playing when I was a kid. To see this on mobile and play it again was a lot of fun.
Alex Mitchell,10/27/2021,"Was a great game at first but for the past 2 weeks I have not be able to play online, which is what I mainly use it for, idk what's going on, but I bought the vip pack and 2 days later I can't play with my family"
